"Subject" "Activity" "Variable" "Value"
18 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMagMEAN" -0.701663073636364
18 "WALKING_UPSTAIRS" "tBodyGyroJerkMagMEAN" -0.781652689310345
19 "LAYING" "tBodyGyroJerkMagMEAN" -0.985342497710843
19 "SITTING" "tBodyGyroJerkMagMEAN" -0.989450316575342
19 "STANDING" "tBodyGyroJerkMagMEAN" -0.985801637671233
19 "WALKING" "tBodyGyroJerkMagMEAN" -0.164699977592308
19 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMagMEAN" 0.0875816618205128
19 "WALKING_UPSTAIRS" "tBodyGyroJerkMagMEAN" -0.372790526575
20 "LAYING" "tBodyGyroJerkMagMEAN" -0.986749500882353
20 "SITTING" "tBodyGyroJerkMagMEAN" -0.983010276060606
20 "STANDING" "tBodyGyroJerkMagMEAN" -0.94793650109589
20 "WALKING" "tBodyGyroJerkMagMEAN" -0.194893253196078
20 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMagMEAN" -0.268183423577778
20 "WALKING_UPSTAIRS" "tBodyGyroJerkMagMEAN" -0.37192841627451
21 "LAYING" "tBodyGyroJerkMagMEAN" -0.985915906888889
21 "SITTING" "tBodyGyroJerkMagMEAN" -0.990307349882353
21 "STANDING" "tBodyGyroJerkMagMEAN" -0.976857084157303
21 "WALKING" "tBodyGyroJerkMagMEAN" -0.426930725
21 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMagMEAN" -0.452828682444444
21 "WALKING_UPSTAIRS" "tBodyGyroJerkMagMEAN" -0.577935642978723
22 "LAYING" "tBodyGyroJerkMagMEAN" -0.981716936388889
22 "SITTING" "tBodyGyroJerkMagMEAN" -0.98547603483871
22 "STANDING" "tBodyGyroJerkMagMEAN" -0.978603529206349
22 "WALKING" "tBodyGyroJerkMagMEAN" -0.461999528913043
22 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMagMEAN" -0.459579670833333
22 "WALKING_UPSTAIRS" "tBodyGyroJerkMagMEAN" -0.568111869047619
23 "LAYING" "tBodyGyroJerkMagMEAN" -0.984557478611111
23 "SITTING" "tBodyGyroJerkMagMEAN" -0.986514066029412
23 "STANDING" "tBodyGyroJerkMagMEAN" -0.9763992525
23 "WALKING" "tBodyGyroJerkMagMEAN" 0.0115305410508475
23 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMagMEAN" -0.0463117766203704
23 "WALKING_UPSTAIRS" "tBodyGyroJerkMagMEAN" -0.504367150588235
24 "LAYING" "tBodyGyroJerkMagMEAN" -0.982780873888889
24 "SITTING" "tBodyGyroJerkMagMEAN" -0.991306424705882
24 "STANDING" "tBodyGyroJerkMagMEAN" -0.982387268985507
24 "WALKING" "tBodyGyroJerkMagMEAN" -0.507824745862069
24 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMagMEAN" -0.497152238363636
24 "WALKING_UPSTAIRS" "tBodyGyroJerkMagMEAN" -0.658751629152542
25 "LAYING" "tBodyGyroJerkMagMEAN" -0.969783262465753
25 "SITTING" "tBodyGyroJerkMagMEAN" -0.99286465
25 "STANDING" "tBodyGyroJerkMagMEAN" -0.985091991216216
25 "WALKING" "tBodyGyroJerkMagMEAN" -0.678466069054054
25 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMagMEAN" -0.664713625172414
25 "WALKING_UPSTAIRS" "tBodyGyroJerkMagMEAN" -0.777106026615385
26 "LAYING" "tBodyGyroJerkMagMEAN" -0.99219798
26 "SITTING" "tBodyGyroJerkMagMEAN" -0.994466446282051
26 "STANDING" "tBodyGyroJerkMagMEAN" -0.98854482527027
26 "WALKING" "tBodyGyroJerkMagMEAN" -0.51239882559322
26 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMagMEAN" -0.4187798104
26 "WALKING_UPSTAIRS" "tBodyGyroJerkMagMEAN" -0.648099850181818
27 "LAYING" "tBodyGyroJerkMagMEAN" -0.994355043783784
27 "SITTING" "tBodyGyroJerkMagMEAN" -0.994034710714286
27 "STANDING" "tBodyGyroJerkMagMEAN" -0.989532103875
27 "WALKING" "tBodyGyroJerkMagMEAN" -0.562587199473684
27 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMagMEAN" -0.440546586136364
27 "WALKING_UPSTAIRS" "tBodyGyroJerkMagMEAN" -0.699895090784314
28 "LAYING" "tBodyGyroJerkMagMEAN" -0.978220270625
28 "SITTING" "tBodyGyroJerkMagMEAN" -0.981213159305556
28 "STANDING" "tBodyGyroJerkMagMEAN" -0.959681019113924
28 "WALKING" "tBodyGyroJerkMagMEAN" -0.546248758518519
28 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMagMEAN" -0.340417305565217
28 "WALKING_UPSTAIRS" "tBodyGyroJerkMagMEAN" -0.620279797647059
29 "LAYING" "tBodyGyroJerkMagMEAN" -0.997322526811594
29 "SITTING" "tBodyGyroJerkMagMEAN" -0.995392308166667
29 "STANDING" "tBodyGyroJerkMagMEAN" -0.992144698923077
29 "WALKING" "tBodyGyroJerkMagMEAN" -0.506242118113208
29 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMagMEAN" -0.539174456458333
29 "WALKING_UPSTAIRS" "tBodyGyroJerkMagMEAN" -0.617340803061225
30 "LAYING" "tBodyGyroJerkMagMEAN" -0.985086413428571
30 "SITTING" "tBodyGyroJerkMagMEAN" -0.993737388225806
30 "STANDING" "tBodyGyroJerkMagMEAN" -0.972995273898305
30 "WALKING" "tBodyGyroJerkMagMEAN" -0.472068729846154
30 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMagMEAN" -0.574337006451613
30 "WALKING_UPSTAIRS" "tBodyGyroJerkMagMEAN" -0.718780256769231
1 "LAYING" "fBodyAccMagMEAN" -0.8617676481
1 "SITTING" "fBodyAccMagMEAN" -0.947782922553192
1 "STANDING" "fBodyAccMagMEAN" -0.985356361132075
1 "WALKING" "fBodyAccMagMEAN" -0.128623450629474
1 "WALKING_DOWNSTAIRS" "fBodyAccMagMEAN" 0.0965845343040816
1 "WALKING_UPSTAIRS" "fBodyAccMagMEAN" -0.352395944716981
2 "LAYING" "fBodyAccMagMEAN" -0.975110196458333
2 "SITTING" "fBodyAccMagMEAN" -0.96127374826087
2 "STANDING" "fBodyAccMagMEAN" -0.964052166481482
2 "WALKING" "fBodyAccMagMEAN" -0.324289427932203
2 "WALKING_DOWNSTAIRS" "fBodyAccMagMEAN" 0.293424826591489
2 "WALKING_UPSTAIRS" "fBodyAccMagMEAN" -0.14531853915625
3 "LAYING" "fBodyAccMagMEAN" -0.96552427516129
3 "SITTING" "fBodyAccMagMEAN" -0.904185725576923
3 "STANDING" "fBodyAccMagMEAN" -0.926968932295082
3 "WALKING" "fBodyAccMagMEAN" -0.290031535172414
3 "WALKING_DOWNSTAIRS" "fBodyAccMagMEAN" 0.0289413195612245
3 "WALKING_UPSTAIRS" "fBodyAccMagMEAN" -0.315866079491525
4 "LAYING" "fBodyAccMagMEAN" -0.939389701296296
4 "SITTING" "fBodyAccMagMEAN" -0.929002095
4 "STANDING" "fBodyAccMagMEAN" -0.917614014821429
4 "WALKING" "fBodyAccMagMEAN" -0.450804558333333
4 "WALKING_DOWNSTAIRS" "fBodyAccMagMEAN" -0.01907433524
4 "WALKING_UPSTAIRS" "fBodyAccMagMEAN" -0.276825498230769
5 "LAYING" "fBodyAccMagMEAN" -0.962234984038462
5 "SITTING" "fBodyAccMagMEAN" -0.936290604545455
5 "STANDING" "fBodyAccMagMEAN" -0.9046413925
5 "WALKING" "fBodyAccMagMEAN" -0.304992488892857
5 "WALKING_DOWNSTAIRS" "fBodyAccMagMEAN" 0.155742168808511
5 "WALKING_UPSTAIRS" "fBodyAccMagMEAN" -0.169261525
6 "LAYING" "fBodyAccMagMEAN" -0.91235165222807
6 "SITTING" "fBodyAccMagMEAN" -0.935750391272727
6 "STANDING" "fBodyAccMagMEAN" -0.945949804035088
6 "WALKING" "fBodyAccMagMEAN" -0.201386607649123
6 "WALKING_DOWNSTAIRS" "fBodyAccMagMEAN" 0.395958034583333
6 "WALKING_UPSTAIRS" "fBodyAccMagMEAN" -0.0819479396203922
7 "LAYING" "fBodyAccMagMEAN" -0.927976880634615
7 "SITTING" "fBodyAccMagMEAN" -0.90895677625
7 "STANDING" "fBodyAccMagMEAN" -0.945611450377358
7 "WALKING" "fBodyAccMagMEAN" -0.151243649578947
7 "WALKING_DOWNSTAIRS" "fBodyAccMagMEAN" 0.218911066191489
7 "WALKING_UPSTAIRS" "fBodyAccMagMEAN" -0.378618761568627
8 "LAYING" "fBodyAccMagMEAN" -0.932279645518518
8 "SITTING" "fBodyAccMagMEAN" -0.947981783478261
8 "STANDING" "fBodyAccMagMEAN" -0.953746070740741
8 "WALKING" "fBodyAccMagMEAN" -0.09521728274375
8 "WALKING_DOWNSTAIRS" "fBodyAccMagMEAN" 0.301626757315789
8 "WALKING_UPSTAIRS" "fBodyAccMagMEAN" -0.13026451905122
9 "LAYING" "fBodyAccMagMEAN" -0.9266042952
9 "SITTING" "fBodyAccMagMEAN" -0.8977181972
9 "STANDING" "fBodyAccMagMEAN" -0.946330171777778
9 "WALKING" "fBodyAccMagMEAN" -0.318801022711538
9 "WALKING_DOWNSTAIRS" "fBodyAccMagMEAN" 0.222203941
9 "WALKING_UPSTAIRS" "fBodyAccMagMEAN" -0.372890348979592
10 "LAYING" "fBodyAccMagMEAN" -0.950848109137931
10 "SITTING" "fBodyAccMagMEAN" -0.955281010740741
10 "STANDING" "fBodyAccMagMEAN" -0.9401101675
10 "WALKING" "fBodyAccMagMEAN" -0.0930237422792453
10 "WALKING_DOWNSTAIRS" "fBodyAccMagMEAN" 0.220115703368421
10 "WALKING_UPSTAIRS" "fBodyAccMagMEAN" -0.166866721574468
11 "LAYING" "fBodyAccMagMEAN" -0.973994004561404
11 "SITTING" "fBodyAccMagMEAN" -0.953066009056604
11 "STANDING" "fBodyAccMagMEAN" -0.982255413617021
11 "WALKING" "fBodyAccMagMEAN" -0.458514062542373
11 "WALKING_DOWNSTAIRS" "fBodyAccMagMEAN" 0.0902807576630435
11 "WALKING_UPSTAIRS" "fBodyAccMagMEAN" -0.336061027407407
12 "LAYING" "fBodyAccMagMEAN" -0.9438674399
12 "SITTING" "fBodyAccMagMEAN" -0.955944253137255
12 "STANDING" "fBodyAccMagMEAN" -0.945217802786885
12 "WALKING" "fBodyAccMagMEAN" -0.153116002784
12 "WALKING_DOWNSTAIRS" "fBodyAccMagMEAN" 0.148017269434783
12 "WALKING_UPSTAIRS" "fBodyAccMagMEAN" -0.290005418653846
13 "LAYING" "fBodyAccMagMEAN" -0.959535493548387
13 "SITTING" "fBodyAccMagMEAN" -0.956901559653061
13 "STANDING" "fBodyAccMagMEAN" -0.972393559473684
13 "WALKING" "fBodyAccMagMEAN" -0.23460086645614
13 "WALKING_DOWNSTAIRS" "fBodyAccMagMEAN" 0.0528791880659574
13 "WALKING_UPSTAIRS" "fBodyAccMagMEAN" -0.367522800909091
14 "LAYING" "fBodyAccMagMEAN" -0.899463668843137
14 "SITTING" "fBodyAccMagMEAN" -0.940589853333333
14 "STANDING" "fBodyAccMagMEAN" -0.949715059833333
14 "WALKING" "fBodyAccMagMEAN" -0.373516771016949
14 "WALKING_DOWNSTAIRS" "fBodyAccMagMEAN" 0.471905155133333
14 "WALKING_UPSTAIRS" "fBodyAccMagMEAN" -0.0759851813333333
15 "LAYING" "fBodyAccMagMEAN" -0.956001034027778
15 "SITTING" "fBodyAccMagMEAN" -0.949752001322034
15 "STANDING" "fBodyAccMagMEAN" -0.960337344339623
15 "WALKING" "fBodyAccMagMEAN" -0.275156242062037
15 "WALKING_DOWNSTAIRS" "fBodyAccMagMEAN" 0.331150229285714
15 "WALKING_UPSTAIRS" "fBodyAccMagMEAN" -0.165242147958333
16 "LAYING" "fBodyAccMagMEAN" -0.968020521285714
16 "SITTING" "fBodyAccMagMEAN" -0.958335480724638
16 "STANDING" "fBodyAccMagMEAN" -0.971082558076923
16 "WALKING" "fBodyAccMagMEAN" -0.410463241960784
16 "WALKING_DOWNSTAIRS" "fBodyAccMagMEAN" 0.114032088546809
16 "WALKING_UPSTAIRS" "fBodyAccMagMEAN" -0.370649738235294
17 "LAYING" "fBodyAccMagMEAN" -0.961046326338028
17 "SITTING" "fBodyAccMagMEAN" -0.973626755
17 "STANDING" "fBodyAccMagMEAN" -0.980967748205128
17 "WALKING" "fBodyAccMagMEAN" -0.429380043442623
17 "WALKING_DOWNSTAIRS" "fBodyAccMagMEAN" 0.0580680522108696
17 "WALKING_UPSTAIRS" "fBodyAccMagMEAN" -0.150305643291667
18 "LAYING" "fBodyAccMagMEAN" -0.986788412
18 "SITTING" "fBodyAccMagMEAN" -0.984781467192982
18 "STANDING" "fBodyAccMagMEAN" -0.976797646027397
18 "WALKING" "fBodyAccMagMEAN" -0.424386734107143
18 "WALKING_DOWNSTAIRS" "fBodyAccMagMEAN" -0.241973534781818
18 "WALKING_UPSTAIRS" "fBodyAccMagMEAN" -0.436561064482759
19 "LAYING" "fBodyAccMagMEAN" -0.971957401325301
19 "SITTING" "fBodyAccMagMEAN" -0.962632577945206
19 "STANDING" "fBodyAccMagMEAN" -0.968910788767123
19 "WALKING" "fBodyAccMagMEAN" 0.0322272296217308
19 "WALKING_DOWNSTAIRS" "fBodyAccMagMEAN" 0.586637550769231
19 "WALKING_UPSTAIRS" "fBodyAccMagMEAN" -0.07962876322
20 "LAYING" "fBodyAccMagMEAN" -0.952827071323529
20 "SITTING" "fBodyAccMagMEAN" -0.946913451666667
20 "STANDING" "fBodyAccMagMEAN" -0.921225595205479
20 "WALKING" "fBodyAccMagMEAN" -0.00353341793921569
20 "WALKING_DOWNSTAIRS" "fBodyAccMagMEAN" 0.151887747217778
20 "WALKING_UPSTAIRS" "fBodyAccMagMEAN" -0.205009295196078
21 "LAYING" "fBodyAccMagMEAN" -0.953769071222222
21 "SITTING" "fBodyAccMagMEAN" -0.974829227058824
21 "STANDING" "fBodyAccMagMEAN" -0.962291334157303
21 "WALKING" "fBodyAccMagMEAN" -0.251266388923077
21 "WALKING_DOWNSTAIRS" "fBodyAccMagMEAN" 0.239895893822222
21 "WALKING_UPSTAIRS" "fBodyAccMagMEAN" -0.257894449148936
22 "LAYING" "fBodyAccMagMEAN" -0.929818990972222
22 "SITTING" "fBodyAccMagMEAN" -0.943078237096774
22 "STANDING" "fBodyAccMagMEAN" -0.949044483015873
22 "WALKING" "fBodyAccMagMEAN" -0.0241584964891304
22 "WALKING_DOWNSTAIRS" "fBodyAccMagMEAN" 0.155526858911111
22 "WALKING_UPSTAIRS" "fBodyAccMagMEAN" -0.0866905123880952
23 "LAYING" "fBodyAccMagMEAN" -0.967747053194444
23 "SITTING" "fBodyAccMagMEAN" -0.945837830147059
23 "STANDING" "fBodyAccMagMEAN" -0.957986177058823
23 "WALKING" "fBodyAccMagMEAN" -0.0942606311677966
23 "WALKING_DOWNSTAIRS" "fBodyAccMagMEAN" 0.364829993351852
23 "WALKING_UPSTAIRS" "fBodyAccMagMEAN" -0.231382662235294
24 "LAYING" "fBodyAccMagMEAN" -0.973171068055556
24 "SITTING" "fBodyAccMagMEAN" -0.968905031470588
24 "STANDING" "fBodyAccMagMEAN" -0.960066088115942
24 "WALKING" "fBodyAccMagMEAN" -0.434618912068966
24 "WALKING_DOWNSTAIRS" "fBodyAccMagMEAN" -0.0231701626603636
24 "WALKING_UPSTAIRS" "fBodyAccMagMEAN" -0.322300989322034
25 "LAYING" "fBodyAccMagMEAN" -0.774481943616438
25 "SITTING" "fBodyAccMagMEAN" -0.967017992615385
25 "STANDING" "fBodyAccMagMEAN" -0.972355393243243
25 "WALKING" "fBodyAccMagMEAN" -0.566060023108108
25 "WALKING_DOWNSTAIRS" "fBodyAccMagMEAN" -0.288154787517241
25 "WALKING_UPSTAIRS" "fBodyAccMagMEAN" -0.527907561538462
26 "LAYING" "fBodyAccMagMEAN" -0.969269114078947
26 "SITTING" "fBodyAccMagMEAN" -0.952411043717949
26 "STANDING" "fBodyAccMagMEAN" -0.970605250405405
26 "WALKING" "fBodyAccMagMEAN" -0.379836742711864
26 "WALKING_DOWNSTAIRS" "fBodyAccMagMEAN" 0.075101684668
26 "WALKING_UPSTAIRS" "fBodyAccMagMEAN" -0.167566383372727
27 "LAYING" "fBodyAccMagMEAN" -0.981389017702703
27 "SITTING" "fBodyAccMagMEAN" -0.974766466714286
27 "STANDING" "fBodyAccMagMEAN" -0.973186182375
27 "WALKING" "fBodyAccMagMEAN" -0.327229405789474
27 "WALKING_DOWNSTAIRS" "fBodyAccMagMEAN" 0.149816459227273
27 "WALKING_UPSTAIRS" "fBodyAccMagMEAN" -0.393928937058824
28 "LAYING" "fBodyAccMagMEAN" -0.961035587625
28 "SITTING" "fBodyAccMagMEAN" -0.953928124027778
28 "STANDING" "fBodyAccMagMEAN" -0.929146479367089
28 "WALKING" "fBodyAccMagMEAN" -0.352156841666667
28 "WALKING_DOWNSTAIRS" "fBodyAccMagMEAN" 0.188840007695652
28 "WALKING_UPSTAIRS" "fBodyAccMagMEAN" -0.213519364760784
29 "LAYING" "fBodyAccMagMEAN" -0.986800645362319
29 "SITTING" "fBodyAccMagMEAN" -0.973346531833333
29 "STANDING" "fBodyAccMagMEAN" -0.984548094769231
29 "WALKING" "fBodyAccMagMEAN" -0.235683305566038
29 "WALKING_DOWNSTAIRS" "fBodyAccMagMEAN" 0.115973968158333
29 "WALKING_UPSTAIRS" "fBodyAccMagMEAN" -0.108306402963265
30 "LAYING" "fBodyAccMagMEAN" -0.962840820428571
30 "SITTING" "fBodyAccMagMEAN" -0.959923388064516
30 "STANDING" "fBodyAccMagMEAN" -0.932047450677966
30 "WALKING" "fBodyAccMagMEAN" -0.342363772923077
30 "WALKING_DOWNSTAIRS" "fBodyAccMagMEAN" 0.00410151034354839
30 "WALKING_UPSTAIRS" "fBodyAccMagMEAN" -0.400588353846154
1 "LAYING" "fBodyBodyAccJerkMagMEAN" -0.9333003608
1 "SITTING" "fBodyBodyAccJerkMagMEAN" -0.985262126808511
1 "STANDING" "fBodyBodyAccJerkMagMEAN" -0.99254247754717
1 "WALKING" "fBodyBodyAccJerkMagMEAN" -0.0571194000343158
1 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMagMEAN" 0.0262184949326531
1 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMagMEAN" -0.44265216245283
2 "LAYING" "fBodyBodyAccJerkMagMEAN" -0.985374114791667
2 "SITTING" "fBodyBodyAccJerkMagMEAN" -0.983874698913043
2 "STANDING" "fBodyBodyAccJerkMagMEAN" -0.977065295555556
2 "WALKING" "fBodyBodyAccJerkMagMEAN" -0.169064352813559
2 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMagMEAN" 0.222247409576596
2 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMagMEAN" -0.189511136902083
3 "LAYING" "fBodyBodyAccJerkMagMEAN" -0.975949597903226
3 "SITTING" "fBodyBodyAccJerkMagMEAN" -0.965888891730769
3 "STANDING" "fBodyBodyAccJerkMagMEAN" -0.948627467704918
3 "WALKING" "fBodyBodyAccJerkMagMEAN" -0.186764516965517
3 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMagMEAN" -0.049477977322449
3 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMagMEAN" -0.412920898474576
4 "LAYING" "fBodyBodyAccJerkMagMEAN" -0.96228712537037
4 "SITTING" "fBodyBodyAccJerkMagMEAN" -0.9625007338
4 "STANDING" "fBodyBodyAccJerkMagMEAN" -0.956139283571429
4 "WALKING" "fBodyBodyAccJerkMagMEAN" -0.318587811
4 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMagMEAN" -0.175295286557778
4 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMagMEAN" -0.397406285
5 "LAYING" "fBodyBodyAccJerkMagMEAN" -0.977356379807692
5 "SITTING" "fBodyBodyAccJerkMagMEAN" -0.964440302272727
5 "STANDING" "fBodyBodyAccJerkMagMEAN" -0.941825903035714
5 "WALKING" "fBodyBodyAccJerkMagMEAN" -0.269481661080357
5 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMagMEAN" 0.00918394264170213
5 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMagMEAN" -0.264674938957447
6 "LAYING" "fBodyBodyAccJerkMagMEAN" -0.948655471052632
6 "SITTING" "fBodyBodyAccJerkMagMEAN" -0.948348653636364
6 "STANDING" "fBodyBodyAccJerkMagMEAN" -0.955914005438597
6 "WALKING" "fBodyBodyAccJerkMagMEAN" -0.055401423331579
6 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMagMEAN" 0.243834258785417
6 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMagMEAN" -0.169868234496078
7 "LAYING" "fBodyBodyAccJerkMagMEAN" -0.968066259230769
7 "SITTING" "fBodyBodyAccJerkMagMEAN" -0.970954184166667
7 "STANDING" "fBodyBodyAccJerkMagMEAN" -0.967417888301887
7 "WALKING" "fBodyBodyAccJerkMagMEAN" -0.0384187298547368
7 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMagMEAN" 0.067389886106383
7 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMagMEAN" -0.45478324745098
8 "LAYING" "fBodyBodyAccJerkMagMEAN" -0.961792852407407
8 "SITTING" "fBodyBodyAccJerkMagMEAN" -0.980932292391304
8 "STANDING" "fBodyBodyAccJerkMagMEAN" -0.979745872037037
8 "WALKING" "fBodyBodyAccJerkMagMEAN" -0.123834409766667
8 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMagMEAN" 0.331528459921053
8 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMagMEAN" -0.131850567460976
9 "LAYING" "fBodyBodyAccJerkMagMEAN" -0.9543205856
9 "SITTING" "fBodyBodyAccJerkMagMEAN" -0.9530504408
9 "STANDING" "fBodyBodyAccJerkMagMEAN" -0.963242884
9 "WALKING" "fBodyBodyAccJerkMagMEAN" -0.316870715576923
9 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMagMEAN" 0.00716877883571429
9 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMagMEAN" -0.419533108571429
10 "LAYING" "fBodyBodyAccJerkMagMEAN" -0.968561121551724
10 "SITTING" "fBodyBodyAccJerkMagMEAN" -0.985900801111111
10 "STANDING" "fBodyBodyAccJerkMagMEAN" -0.951633690454545
10 "WALKING" "fBodyBodyAccJerkMagMEAN" 0.0205189516981132
10 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMagMEAN" 0.156978047052632
10 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMagMEAN" -0.153553147382979
11 "LAYING" "fBodyBodyAccJerkMagMEAN" -0.976940774561403
11 "SITTING" "fBodyBodyAccJerkMagMEAN" -0.975315331509434
11 "STANDING" "fBodyBodyAccJerkMagMEAN" -0.988636595319149
11 "WALKING" "fBodyBodyAccJerkMagMEAN" -0.395116134237288
11 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMagMEAN" -0.097454996626087
11 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMagMEAN" -0.475928501666667
12 "LAYING" "fBodyBodyAccJerkMagMEAN" -0.962448418666667
12 "SITTING" "fBodyBodyAccJerkMagMEAN" -0.971715268627451
12 "STANDING" "fBodyBodyAccJerkMagMEAN" -0.960859009508197
12 "WALKING" "fBodyBodyAccJerkMagMEAN" -0.029912425338
12 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMagMEAN" 0.0769968373
12 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMagMEAN" -0.3208844625
13 "LAYING" "fBodyBodyAccJerkMagMEAN" -0.980754385967742
13 "SITTING" "fBodyBodyAccJerkMagMEAN" -0.988348535306122
13 "STANDING" "fBodyBodyAccJerkMagMEAN" -0.981977536491228
13 "WALKING" "fBodyBodyAccJerkMagMEAN" -0.15211150075614
13 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMagMEAN" -0.0282156656914894
13 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMagMEAN" -0.425100006545455
14 "LAYING" "fBodyBodyAccJerkMagMEAN" -0.96798859627451
14 "SITTING" "fBodyBodyAccJerkMagMEAN" -0.972985342962963
14 "STANDING" "fBodyBodyAccJerkMagMEAN" -0.970214125833333
14 "WALKING" "fBodyBodyAccJerkMagMEAN" -0.431591453389831
14 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMagMEAN" 0.186223478065556
14 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMagMEAN" -0.288744334092593
15 "LAYING" "fBodyBodyAccJerkMagMEAN" -0.973681222777778
15 "SITTING" "fBodyBodyAccJerkMagMEAN" -0.984689437118644
15 "STANDING" "fBodyBodyAccJerkMagMEAN" -0.979078785660377
15 "WALKING" "fBodyBodyAccJerkMagMEAN" -0.289753952407407
15 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMagMEAN" 0.158413334683333
15 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMagMEAN" -0.261956679958333
16 "LAYING" "fBodyBodyAccJerkMagMEAN" -0.987514525142857
16 "SITTING" "fBodyBodyAccJerkMagMEAN" -0.983968635942029
16 "STANDING" "fBodyBodyAccJerkMagMEAN" -0.986502687948718
16 "WALKING" "fBodyBodyAccJerkMagMEAN" -0.378278490588235
16 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMagMEAN" -0.0745659082223404
16 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMagMEAN" -0.475597717843137
17 "LAYING" "fBodyBodyAccJerkMagMEAN" -0.979687318732394
17 "SITTING" "fBodyBodyAccJerkMagMEAN" -0.99142725046875
17 "STANDING" "fBodyBodyAccJerkMagMEAN" -0.990162798846154
17 "WALKING" "fBodyBodyAccJerkMagMEAN" -0.335938891803279
17 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMagMEAN" -0.188680399771739
17 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMagMEAN" -0.360299853125
18 "LAYING" "fBodyBodyAccJerkMagMEAN" -0.988548418307692
18 "SITTING" "fBodyBodyAccJerkMagMEAN" -0.990407075964912
18 "STANDING" "fBodyBodyAccJerkMagMEAN" -0.984987073150685
18 "WALKING" "fBodyBodyAccJerkMagMEAN" -0.41403775125
18 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMagMEAN" -0.3833987134
18 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMagMEAN" -0.574481396551724
19 "LAYING" "fBodyBodyAccJerkMagMEAN" -0.980621564096386
19 "SITTING" "fBodyBodyAccJerkMagMEAN" -0.983751646712329
19 "STANDING" "fBodyBodyAccJerkMagMEAN" -0.979135412739726
19 "WALKING" "fBodyBodyAccJerkMagMEAN" 0.0730179928688462
19 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMagMEAN" 0.538404846128205
19 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMagMEAN" -0.187391317015
20 "LAYING" "fBodyBodyAccJerkMagMEAN" -0.979695458088235
20 "SITTING" "fBodyBodyAccJerkMagMEAN" -0.971730462575758
20 "STANDING" "fBodyBodyAccJerkMagMEAN" -0.940007897123288
20 "WALKING" "fBodyBodyAccJerkMagMEAN" 0.0545269493972549
20 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMagMEAN" 0.0137917152644444
20 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMagMEAN" -0.215014031556863
21 "LAYING" "fBodyBodyAccJerkMagMEAN" -0.978444123888889
21 "SITTING" "fBodyBodyAccJerkMagMEAN" -0.985342358705882
21 "STANDING" "fBodyBodyAccJerkMagMEAN" -0.970634296404494
